FECHA_REGISTRO;EMPRESA_NOMBRE;EMPRESA_CUIT;EST_NOMBRE;EST_SECCIONAL;EST_DIRECCION;EST_COD_POS;CONVENIO;TIPO;CONCEPTO;CONCEPTO_ID;DETALLE;DETALLE_ID;TIPO_PAGO;NUMERO_ACTA;ACUERDO_NUMERO;IMPORTE;RECARGOS;TOTAL;CTA_BANCO;CODIGO_BARRA;FECHA_CALCULO
"11/03/2026 14:48:12";"ALBORNOZ PAOLA ALEJANDRA";27318575296;WALDORF;TUCUMAN;"25 DE MAYO 657";4000;UHRCByA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio UHRCByA - Tucum?n";80;Total;450886;182777;53984;0.00;53984.00;48100696/10;029404109080327318575296027190430182777001001000045088600000000053984002;"11/03/2026 11:48"
"11/03/2026 14:48:57";"ALBORNOZ PAOLA ALEJANDRA";27318575296;WALDORF;TUCUMAN;"25 DE MAYO 657";4000;UHRCByA;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical Tucumán";285;Total;450886;182778;67480;0.00;67480.00;4810116752;029404535285327318575296027190440182778001001000045088600000000067480007;"11/03/2026 11:48"
"11/03/2026 14:49:00";"Novobar srl";30624324303;"Novobar SRL";;"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186661.72;661902.46;848564.18;44044/64;0294040254011306243243030271897220260100093330860000007661902460848564180;"11/03/2026 11:47"
"11/03/2026 14:49:17";"MIZUKI SA";30715462032;MIZUKI;"CIUDAD DE BUENOS AIRES";"MANSO JUANA 1519";1107;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;86219.56;0.00;86219.56;44044/64;029404025401130715462032022223822026020004310978000000600000000086219568;"11/03/2026 11:49"
"11/03/2026 14:51:08";"MIZUKI SA";30715462032;MIZUKI;"CIUDAD DE BUENOS AIRES";"MANSO JUANA 1519";1107;CAECSAL;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;86219.56;0.00;86219.56;3886917;029404134005130715462032022223832026020004310978000000600000000086219563;"11/03/2026 11:51"
"11/03/2026 14:51:12";"UGOLINI NORMA MABEL";27065116338;"UGOLINI NORMA MABEL";;"PARANA 1516";3206;UTHGRA;"APART HOTEL";"Cuota Sindical";4;"Cuota Sindical Concordia";670;;;;14145.82;0.00;14145.82;21210827/25;029404113670127065116338027190642026020000707291000000100000000014145829;"11/03/2026 11:51"
"11/03/2026 14:52:42";"AJ GROUP SRL";30718149068;"ALMA DE BARRIO";;"ITALIA  ESQ MUÑOZ 894";1663;UTHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical San Martín - Bs. As.";530;;;;216850.84;0.00;216850.84;187449/31;029404031530130718149068027190342026020010842542000002200000000216850846;"11/03/2026 11:52"
"11/03/2026 14:53:13";"UGOLINI NORMA MABEL";27065116338;"UGOLINI NORMA MABEL";;"PARANA 1516";3206;UTHGRA;"APART HOTEL";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;14145.82;0.00;14145.82;44044/64;029404025401127065116338027190622026020000707291000000100000000014145825;"11/03/2026 11:53"
"11/03/2026 14:53:15";"MARTINEZ LUIS CARLOS";20331321967;MINGA;"CIUDAD DE BUENOS AIRES";"VEGA NICETO CNEL 4796";1414;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;2345284.96;22639035.72;24984320.68;44044/64;0294040254011203313219670246457220251201172642480000006226390357224984320682;"11/03/2026 11:51"
"11/03/2026 14:53:57";"ALBORNOZ PAOLA ALEJANDRA";27318575296;WALDORF;TUCUMAN;"25 DE MAYO 657";4000;UHRCByA;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical Tucumán";285;Total;585858;555;4000;0.00;4000.00;4810116752;029404535285327318575296027190440000555002002000058585800000000004000004;"11/03/2026 11:53"
"11/03/2026 14:54:47";"GONZALEZ DELICIA BEATRIZ";23059479474;"ESTABLECIMIENTO EL LUCERO";;"BALCARCE 24";3240;UTHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical Concordia";670;;;;8967980.80;0.00;8967980.80;21210827/25;029404113670123059479474027190742026020448399040000000300000008967980804;"11/03/2026 11:53"
"11/03/2026 14:55:00";"SUCESION DE PRITULUK ARSENIO";20075524863;"TIERRA COLORADA";"PUERTO IGUAZU";"EL URU 28";3370;FEHGRA;HOTEL;"Cuota Sindical";4;"Cuota Sindical Puerto Iguazú";200;;;;40804.54;0.00;40804.54;41510126/02;029404142200120075524863027190042026020002040227000000200000000040804544;"11/03/2026 11:54"
"11/03/2026 14:55:41";"AJ GROUP SRL";30718149068;"ALMA DE BARRIO";;"ITALIA  ESQ MUÑOZ 894";1663;UTHGRA;RESTAURANTE;"Contribución Solidaria";9;"Contribución Solidaria San Martín - Bs. As.";531;;;;216850.84;0.00;216850.84;187449/31;029404031531130718149068027190392026020010842542000002200000000216850841;"11/03/2026 11:54"
"11/03/2026 14:57:07";"AGY SERVICIOS SAS";30718672089;"EL FOGOLAR";"SANTA FE";"SALVADOR DEL CARRIL 2394";3000;UTHGRA;"RESTO BAR";"Cuota Sindical";4;"Cuota Sindical Santa F?";610;;;;139781.70;0.00;139781.70;4910101086;029404346610130718672089027190842026020006989085000001100000000139781707;"11/03/2026 11:56"
"11/03/2026 14:57:38";"MIZUKI SA";30715462032;MIZUKI;"CIUDAD DE BUENOS AIRES";"MANSO JUANA 1519";1107;CAECSAL;RESTAURANTE;"Contribución Solidaria";9;"Contribución Solidaria CABA";459;;;;14646.92;0.00;14646.92;19026/48;029404147459130715462032022223892026020000732346000000100000000014646924;"11/03/2026 11:57"
"11/03/2026 14:58:37";"GASTROTIKA SAS";30716124408;"CAFE MARTINEZ";"CIUDAD DE BUENOS AIRES";"RIVADAVIA AV 7099";1406;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;2000.00;0.00;2000.00;19026/48;029404147458130716124408023421042026020000100000000001000000000002000009;"11/03/2026 11:58"
"11/03/2026 14:58:39";"UGOLINI NORMA MABEL";27065116338;"UGOLINI NORMA MABEL";;"PARANA 1516";3206;UTHGRA;"APART HOTEL";"Cuota Sindical";4;"Cuota Sindical Concordia";670;;;;17682;0.00;17682.00;21210827/25;029404113670127065116338027190642026020000707291000000100000000017682001;"11/03/2026 11:58"
"11/03/2026 14:58:44";"AGY SERVICIOS SAS";30718672089;"EL FOGOLAR";"SANTA FE";"SALVADOR DEL CARRIL 2394";3000;UTHGRA;"RESTO BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;139781.70;0.00;139781.70;44044/64;029404025401130718672089027190822026020006989085000001100000000139781701;"11/03/2026 11:58"
"11/03/2026 14:59:34";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;1866.60;6618.96;8485.56;44044/64;029404025401130624324303027189722026010000093330000000706618960008485561;"11/03/2026 11:59"
"11/03/2026 14:59:41";"AGY SERVICIOS SAS";30718672089;"EL FOGOLAR";"SANTA FE";"SALVADOR DEL CARRIL 2394";3000;UTHGRA;"RESTO BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;139781.70;0.00;139781.70;3886917;029404134005130718672089027190832026020006989085000001100000000139781706;"11/03/2026 11:59"
"11/03/2026 15:02:41";"excelsa coffee srl";30719130832;"excelsa coffee srl";LANUS;"GOB FELIPE LLAVALLOL 80";1824;UTHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;93638.84;0.00;93638.84;44044/64;029404025401130719130832027188922026020004681942000000600000000093638847;"11/03/2026 12:02"
"11/03/2026 15:02:42";"MAILU SUSHI SRL";30718566017;"MAILU SUSHI S.R.L";"CIUDAD DE BUENOS AIRES";"MITRE BARTOLOME 3815";1201;CAECSAL;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;42731.74;0.00;42731.74;19026/48;029404147458130718566017026951442026020002136587000000300000000042731748;"11/03/2026 12:02"
"11/03/2026 15:04:43";"CAFETULIA SRL";30718138678;"TULIA CAFE";"CIUDAD DE BUENOS AIRES";"RIGLOS 694";1424;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;69641.56;0.00;69641.56;44044/64;029404025401130718138678025999922026020003482078000000500000000069641565;"11/03/2026 12:04"
"11/03/2026 15:04:50";"MAILU SUSHI SRL";30718566017;"MAILU SUSHI S.R.L";"CIUDAD DE BUENOS AIRES";"MITRE BARTOLOME 3815";1201;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;42731.74;0.00;42731.74;44044/64;029404025401130718566017026951422026020002136587000000300000000042731745;"11/03/2026 12:04"
"11/03/2026 15:05:00";"UGOLINI NORMA MABEL";27065116338;"UGOLINI NORMA MABEL";FEDERACION;"PARANA 1516";3206;UTHGRA;"APART HOTEL";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;14145.82;0.00;14145.82;3886917;029404134005127065116338027190632026020000707291000000100000000014145820;"11/03/2026 12:04"
"11/03/2026 15:05:05";"QIT SRL";30718912314;"ARIOSTO CAFE";"CIUDAD DE BUENOS AIRES";"PARAGUAY 4979";1414;FEHGRA;"CAFE Y/O BAR";"Contribución Solidaria";9;"Contribución Solidaria CABA";459;;;;86122.28;0.00;86122.28;19026/48;029404147459130718912314026936292026020004306114000000300000000086122287;"11/03/2026 12:05"
"11/03/2026 15:06:21";"MAILU SUSHI SRL";30718566017;"MAILU SUSHI S.R.L";"CIUDAD DE BUENOS AIRES";"MITRE BARTOLOME 3815";1201;CAECSAL;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;42731.74;0.00;42731.74;3886917;029404134005130718566017026951432026020002136587000000300000000042731740;"11/03/2026 12:06"
"11/03/2026 15:07:02";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186661.72;661902.46;848564.18;44044/64;0294040254011306243243030271897220260100093330860000007661902460848564180;"11/03/2026 12:04"
"11/03/2026 15:07:49";"MARTINEZ LUIS CARLOS";20331321967;MINGA;"CIUDAD DE BUENOS AIRES";"VEGA NICETO CNEL 4796";1414;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;234528.48;0.00;234528.48;44044/64;029404025401120331321967024645722026020011726424000000600000000234528483;"11/03/2026 12:07"
"11/03/2026 15:07:51";"MAILU SUSHI SRL";30718566017;"MAILU SUSHI S.R.L";"CIUDAD DE BUENOS AIRES";"MITRE BARTOLOME 3815";1201;CAECSAL;RESTAURANTE;"Contribución Solidaria";9;"Contribución Solidaria CABA";459;;;;42731.74;0.00;42731.74;19026/48;029404147459130718566017026951492026020002136587000000300000000042731743;"11/03/2026 12:07"
"11/03/2026 15:08:03";"CAFETULIA SRL";30718138678;"TULIA CAFE";"CIUDAD DE BUENOS AIRES";"RIGLOS 694";1424;CAECSAL;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;69641.56;0.00;69641.56;3886917;029404134005130718138678025999932026020003482078000000500000000069641560;"11/03/2026 12:08"
"11/03/2026 15:08:45";"QIT SRL";30718912314;"ARIOSTO CAFE";"CIUDAD DE BUENOS AIRES";"PARAGUAY 4979";1414;FEHGRA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;86122.28;0.00;86122.28;3886917;029404134005130718912314026936232026020004306114000000300000000086122284;"11/03/2026 12:08"
"11/03/2026 15:09:36";"AMERICA DEL SUR HOSTELS SA";30709960551;"AMERICA DEL SUR";"CIUDAD DE BUENOS AIRES";"CHACABUCO 718";1069;UTHGRA;HOTEL;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;184276.14;0.00;184276.14;19026/48;029404147458130709960551014463842026020009213807000001100000000184276145;"11/03/2026 12:08"
"11/03/2026 15:10:55";"CAFETULIA SRL";30718138678;"TULIA CAFE";"CIUDAD DE BUENOS AIRES";"RIGLOS 694";1424;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;69641.56;0.00;69641.56;19026/48;029404147458130718138678025999942026020003482078000000500000000069641569;"11/03/2026 12:10"
"11/03/2026 15:11:07";"MAREA ALTA";30719112842;"CAFE RIVAS";"CIUDAD DE BUENOS AIRES";"ESTADOS UNIDOS 302";1101;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;113312;0.00;113312.00;19026/48;029404147458130719112842027184742026020004532473000000900000000113312004;"11/03/2026 12:09"
"11/03/2026 15:11:52";"QIT SRL";30718912314;"ARIOSTO CAFE";"CIUDAD DE BUENOS AIRES";"PARAGUAY 4979";1414;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;86122.28;0.00;86122.28;44044/64;029404025401130718912314026936222026020004306114000000300000000086122289;"11/03/2026 12:11"
"11/03/2026 15:12:48";"MIZUKI SA";30715462032;MIZUKI;"CIUDAD DE BUENOS AIRES";"MANSO JUANA 1519";1107;CAECSAL;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;89465;0.00;89465.00;19026/48;029404147458130715462032022223842026020003578631000000500000000089465008;"11/03/2026 12:12"
"11/03/2026 15:15:29";"PISCO SAAVEDRA SA";30717267741;"GARCIA DEL MAR";"CIUDAD DE BUENOS AIRES";"GARCIA DEL RIO AV 2855";1429;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;298667.06;0.00;298667.06;44044/64;029404025401130717267741025261722026020014933353000002200000000298667065;"11/03/2026 12:15"
"11/03/2026 15:16:27";"PISCO SAAVEDRA SA";30717267741;"GARCIA DEL MAR";"CIUDAD DE BUENOS AIRES";"GARCIA DEL RIO AV 2855";1429;CAECSAL;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;298667.06;0.00;298667.06;3886917;029404134005130717267741025261732026020014933353000002200000000298667060;"11/03/2026 12:16"
"11/03/2026 15:17:31";"AMERICA DEL SUR HOSTELS SA";30709960551;"AMERICA DEL SUR";"CIUDAD DE BUENOS AIRES";"CHACABUCO 718";1069;UTHGRA;HOTEL;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;184276.14;0.00;184276.14;3886917;029404134005130709960551014463832026020009213807000001000000000184276145;"11/03/2026 12:16"
"11/03/2026 15:17:55";"PISCO SAAVEDRA SA";30717267741;"GARCIA DEL MAR";"CIUDAD DE BUENOS AIRES";"GARCIA DEL RIO AV 2855";1429;CAECSAL;RESTAURANTE;"Contribución Solidaria";9;"Contribución Solidaria CABA";459;;;;283108.06;0.00;283108.06;19026/48;029404147459130717267741025261792026020014155403000002100000000283108064;"11/03/2026 12:17"
"11/03/2026 15:18:38";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;212714.66;0.00;212714.66;44044/64;029404025401130624324303027189722026020010635733000000700000000212714667;"11/03/2026 12:18"
"11/03/2026 15:19:13";"MAREA ALTA";30719112842;"CAFE RIVAS";"CIUDAD DE BUENOS AIRES";"ESTADOS UNIDOS 302";1101;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;90649.46;0.00;90649.46;44044/64;029404025401130719112842027184722026020004532473000000900000000090649466;"11/03/2026 12:18"
"11/03/2026 15:22:08";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;212714.66;0.00;212714.66;3886917;029404134005130624324303027189732026020010635733000000700000000212714662;"11/03/2026 12:21"
"11/03/2026 15:22:14";"MAREA ALTA";30719112842;"CAFE RIVAS";"CIUDAD DE BUENOS AIRES";"ESTADOS UNIDOS 302";1101;CAECSAL;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;90649.46;0.00;90649.46;3886917;029404134005130719112842027184732026020004532473000000900000000090649461;"11/03/2026 12:21"
"11/03/2026 15:25:06";"BUENO S.R.L.";30710498950;"BUENO S.R.L.";;"AVDA. CORDOBA 248";3370;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;1386021.02;0.00;1386021.02;44044/64;029404025401130710498950027191322026020069301051000005800000001386021027;"11/03/2026 12:25"
"11/03/2026 15:26:33";"BUENO S.R.L.";30710498950;"BUENO S.R.L.";;"AVDA. CORDOBA 248";3370;FEHGRA;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical Puerto Iguazú";200;;;;1386021.02;0.00;1386021.02;41510126/02;029404142200130710498950027191342026020069301051000005800000001386021026;"11/03/2026 12:26"
"11/03/2026 15:26:49";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186662;6619.03;193281.03;44044/64;029404025401130624324303027189722026010009333086000000706619030193281035;"11/03/2026 12:26"
"11/03/2026 15:27:00";"PISCO SAAVEDRA SA";30717267741;"GARCIA DEL MAR";"CIUDAD DE BUENOS AIRES";"GARCIA DEL RIO AV 2855";1429;CAECSAL;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;19449;0.00;19449.00;19026/48;029404147458130717267741025261742026020000777950000000100000000019449009;"11/03/2026 12:26"
"11/03/2026 15:27:35";"UTHGRA SECCIONAL CONCORDIA";30670894882;"UTHGRA SECCIONAL CONCORDIA";;"ENTRE RIOS 415";3200;FEHGRA;SINDICATO;"Cuota Sindical";4;"Cuota Sindical Concordia";670;;;;701382.94;0.00;701382.94;21210827/25;029404113670130670894882027191042026020035069147000002100000000701382940;"11/03/2026 12:27"
"11/03/2026 15:27:37";"BUENO S.R.L.";30710498950;"BUENO S.R.L.";;"AVDA. CORDOBA 248";3370;FEHGRA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;1386021.02;0.00;1386021.02;3886917;029404134005130710498950027191332026020069301051000005800000001386021022;"11/03/2026 12:27"
"11/03/2026 15:28:12";"MALDONADO WALTER RICARDO";23282789299;"HOTEL VENEZUELA";"CIUDAD DE BUENOS AIRES";"VENEZUELA 1657";1096;CAECSAL;HOTEL;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;12901.62;0.00;12901.62;19026/48;029404147458123282789299021033742026020000645081000000100000000012901629;"11/03/2026 12:28"
"11/03/2026 15:29:11";"JULIO ALBERTO MORE";20221945418;"JULO ALBERTO MORE";"AVELLANEDA-LOMAS DE ZAMORA";"GARAY 200";1826;FEHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical Avellaneda-Lomas de Zamora";630;;;;148813;0.00;148813.00;156502/71;029404093630120221945418027191442026020005952506000000800000000148813005;"11/03/2026 12:29"
"11/03/2026 15:30:31";"MALDONADO WALTER RICARDO";23282789299;"HOTEL VENEZUELA";"CIUDAD DE BUENOS AIRES";"VENEZUELA 1657";1096;CAECSAL;HOTEL;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;12901.62;0.00;12901.62;19026/48;029404147458123282789299021033742026020000645081000000100000000012901629;"11/03/2026 12:30"
"11/03/2026 15:30:34";"LA CASONA DE AZOPARDO SA";30719042062;"LA CASONA DE AZOPARDO SA";;"av antartida argentina 1455";1104;FEHGRA;FEHGRA;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;399229.88;1415669.15;1814899.03;44044/64;02940402540113071904206202719152202601001996149400000201415669151814899032;"11/03/2026 12:30"
"11/03/2026 15:30:42";"JULIO ALBERTO MORE";20221945418;"JULO ALBERTO MORE";"AVELLANEDA-LOMAS DE ZAMORA";"GARAY 200";1826;FEHGRA;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;119050.12;0.00;119050.12;44044/64;029404025401120221945418027191422026020005952506000000800000000119050127;"11/03/2026 12:30"
"11/03/2026 15:31:28";"JULIO ALBERTO MORE";20221945418;"JULO ALBERTO MORE";"AVELLANEDA-LOMAS DE ZAMORA";"GARAY 200";1826;FEHGRA;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;119050.12;0.00;119050.12;3886917;029404134005120221945418027191432026020005952506000000800000000119050122;"11/03/2026 12:31"
"11/03/2026 15:31:54";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;186662;6619.03;193281.03;3886917;029404134005130624324303027189732026010009333086000000706619030193281030;"11/03/2026 12:31"
"11/03/2026 15:32:07";"AJ GROUP SRL";30718149068;"ALMA DE BARRIO";"CIUDAD DE BUENOS AIRES";"ITALIA  ESQ MUÑOZ 894";1663;UTHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical San Martín - Bs. As.";530;;;;216850.84;0.00;216850.84;187449/31;029404031530130718149068027190342026020010842542000002200000000216850846;"11/03/2026 12:32"
"11/03/2026 15:33:20";"AJ GROUP SRL";30718149068;"ALMA DE BARRIO";"CIUDAD DE BUENOS AIRES";"ITALIA  ESQ MUÑOZ 894";1663;UTHGRA;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;216850.84;0.00;216850.84;3886917;029404134005130718149068027190332026020010842542000002200000000216850841;"11/03/2026 12:33"
"11/03/2026 15:33:21";"MALDONADO WALTER RICARDO";23282789299;"HOTEL VENEZUELA";"CIUDAD DE BUENOS AIRES";"VENEZUELA 1657";1096;CAECSAL;HOTEL;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;12901.62;0.00;12901.62;19026/48;029404147458123282789299021033742026020000645081000000100000000012901629;"11/03/2026 12:33"
"11/03/2026 15:34:59";"JULIO ALBERTO MORE";20221945418;"JULO ALBERTO MORE";"AVELLANEDA-LOMAS DE ZAMORA";"GARAY 200";1826;FEHGRA;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;119050.12;0.00;119050.12;3886917;029404134005120221945418027191432026020005952506000000800000000119050122;"11/03/2026 12:34"
"11/03/2026 15:35:11";"AJ GROUP SRL";30718149068;"ALMA DE BARRIO";"CIUDAD DE BUENOS AIRES";"ITALIA  ESQ MUÑOZ 894";1663;UTHGRA;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;216850.84;0.00;216850.84;44044/64;029404025401130718149068027190322026020010842542000002200000000216850846;"11/03/2026 12:35"
"11/03/2026 15:35:11";"MALDONADO WALTER RICARDO";23282789299;"HOTEL VENEZUELA";"CIUDAD DE BUENOS AIRES";"VENEZUELA 1657";1096;CAECSAL;HOTEL;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;12901.62;0.00;12901.62;44044/64;029404025401123282789299021033722026020000645081000000100000000012901625;"11/03/2026 12:35"
"11/03/2026 15:36:29";"CASADO GUILLERMO EDUARDO";20185768601;"CASADO GUILLERMO EDUARDO";"AVELLANEDA-LOMAS DE ZAMORA";"QUIRNO COSTA 590";1834;UTHGRA;"Otros Conv 389/04 Cap 5 Inc a";"Cuota Sindical";4;"Cuota Sindical Avellaneda-Lomas de Zamora";630;;;;33150;0.00;33150.00;156502/71;029404093630120185768601027191242026020001326001000000300000000033150008;"11/03/2026 12:36"
"11/03/2026 15:36:55";"MALDONADO WALTER RICARDO";23282789299;"HOTEL VENEZUELA";"CIUDAD DE BUENOS AIRES";"VENEZUELA 1657";1096;CAECSAL;HOTEL;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;12901.62;0.00;12901.62;3886917;029404134005123282789299021033732026020000645081000000100000000012901620;"11/03/2026 12:36"
"11/03/2026 15:39:33";"CASADO GUILLERMO EDUARDO";20185768601;"CASADO GUILLERMO EDUARDO";"AVELLANEDA-LOMAS DE ZAMORA";"QUIRNO COSTA 590";1834;UTHGRA;"Otros Conv 389/04 Cap 5 Inc a";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;26520.00;0.00;26520.00;44044/64;029404025401120185768601027191222026020001326000000000300000000026520008;"11/03/2026 12:39"
"11/03/2026 15:41:06";"TINGRET SAS";30718760034;"HATSU SUSHI";"CIUDAD DE BUENOS AIRES";"DIAZ CNEL AV 1879";1425;CAECSAL;"C. S. DE LUNCH";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;100808;0.00;100808.00;44044/64;029404025401130718760034026628122026020004032316000000500000000100808006;"11/03/2026 12:41"
"11/03/2026 15:41:35";"TINGRET SAS";30718760034;"HATSU SUSHI";"CIUDAD DE BUENOS AIRES";"DIAZ CNEL AV 1879";1425;CAECSAL;"C. S. DE LUNCH";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;80646.32;0.00;80646.32;44044/64;029404025401130718760034026628122026020004032316000000500000000080646328;"11/03/2026 12:41"
"11/03/2026 15:41:48";"BETHOUART LORENA Y LOZANO FABIO S. CAP I SECC IV";30717807703;"HOTEL PUNTA CORRAL";;"Belgrano y Castañeda 0";1000;UTHGRA;HOTEL;"Cuota Sindical";4;"Cuota Sindical Zona Norte";510;;;;203478.46;0.00;203478.46;185632/13;029404118510130717807703027191642026020010173923000000600000000203478462;"11/03/2026 12:41"
"11/03/2026 15:42:39";"TINGRET SAS";30718760034;"HATSU SUSHI";"CIUDAD DE BUENOS AIRES";"DIAZ CNEL AV 1879";1425;CAECSAL;"C. S. DE LUNCH";"Fondo Convenio";3;"Fondo Convenio CAECSAL";51;;;;80646.32;0.00;80646.32;5497457;029408664051130718760034026628132026020004032316000000500000000080646324;"11/03/2026 12:42"
"11/03/2026 15:42:49";"MALECAI SRL";30715531514;"CAFE MARTINEZ";"CIUDAD DE BUENOS AIRES";"HIDALGO 872";1028;CAECSAL;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;206205.74;0.00;206205.74;3886917;029404134005130715531514022403232026020010310287000000700000000206205748;"11/03/2026 12:42"
"11/03/2026 15:44:28";"MALECAI SRL";30715531514;"CAFE MARTINEZ";"CIUDAD DE BUENOS AIRES";"HIDALGO 872";1028;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;206205.74;0.00;206205.74;44044/64;029404025401130715531514022403222026020010310287000000700000000206205743;"11/03/2026 12:44"
